CUSTOMERID,GENDER,ELDERLY,MARRIED,DEPENDENTS,CLIENT_HOUR,PHONESERVICE,SERVICO_INTERNET,SERVICO_SEGURANCA,TECNICAL_SUPORT,STREAMINGTV,CONTRACT_TYPE,PAYMENTMETHOD,PAYMENT_MONTH,FULL_PAYMENT,CHURN
7010-BRBUU,MALE,0,Yes,Yes,72,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.1,1734.65,No
3566-HJGPK,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.55,45.55,No
3062-ICYZQ,FEMALE,0,Yes,Yes,51,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,93.8,4539.35,No
9938-PRCVK,FEMALE,0,Yes,Yes,41,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.7,804.25,No
0973-KYVNF,FEMALE,0,Yes,Yes,72,Yes,DSL,Yes,No,Yes,Two year,Credit card (automatic),70.65,5011.15,No
5129-HHMZC,FEMALE,0,Yes,No,43,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),86.45,3574.5,No
9637-CDTKZ,MALE,0,Yes,No,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),114.1,8086.4,No
3946-JEWRQ,MALE,0,Yes,No,47,Yes,Fiber optic,No,No,Yes,One year,Credit card (automatic),95.2,4563.0,No
7873-CVMAW,MALE,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),88.55,6362.35,No
0463-WZZKO,MALE,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.75,67.1,No
3494-JCHRQ,MALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,70.05,70.05,Yes
6474-FVJLC,MALE,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.0,165.45,Yes
4524-QCSSM,MALE,0,No,No,26,No,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),44.65,1156.55,No
5832-EXGTT,MALE,0,Yes,Yes,29,Yes,DSL,Yes,No,No,Month-to-month,Mailed check,60.2,1834.15,No
8840-DQLGN,FEMALE,1,Yes,No,35,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Bank transfer (automatic),100.5,3653.35,Yes
2039-JONDJ,MALE,0,No,No,27,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),55.45,1477.65,No
7217-JYHOQ,MALE,0,Yes,Yes,24,Yes,DSL,Yes,Yes,No,Month-to-month,Credit card (automatic),70.3,1706.45,No
6695-FRVEC,MALE,0,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),60.4,3953.7,No
4547-LYTDD,FEMALE,0,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,72.65,1194.3,Yes
9894-QMIMJ,FEMALE,0,No,No,23,Yes,DSL,No,No,No,One year,Bank transfer (automatic),55.8,1327.85,No
8069-YQQAJ,MALE,0,No,No,14,No,DSL,No,No,No,Month-to-month,Mailed check,31.1,419.7,No
6770-XUAGN,FEMALE,0,Yes,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,21.0,21.0,Yes
4193-ORFCL,FEMALE,1,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.1,45.1,Yes
1636-NTNCO,MALE,1,No,No,4,No,DSL,No,No,Yes,Month-to-month,Credit card (automatic),50.95,207.35,No
3466-WAESX,MALE,0,No,Yes,16,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,69.1,1083.7,No
9281-PKKZE,FEMALE,0,Yes,No,46,No,DSL,No,No,Yes,Month-to-month,Electronic check,43.95,2007.85,No
3638-VBZTA,MALE,0,No,Yes,68,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.5,5882.75,No
7459-IMVYU,MALE,0,No,No,38,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,69.95,2657.55,No
7776-QWNFX,MALE,1,Yes,No,30,Yes,DSL,No,No,No,Month-to-month,Bank transfer (automatic),50.4,1527.5,Yes
6689-TCZHQ,FEMALE,1,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,78.95,378.4,Yes
8563-OYMQY,MALE,0,No,No,17,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),90.95,1612.2,No
0754-EEBDC,MALE,0,Yes,Yes,4,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.9,76.65,No
5777-ZPQNC,FEMALE,0,No,No,12,Yes,No,No internet service,No internet service,No internet service,One year,Electronic check,20.15,260.7,No
1951-IEYXM,MALE,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),90.6,6441.85,No
3318-NMQXL,MALE,0,No,No,3,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,92.0,266.8,No
3143-ILDAL,MALE,0,No,No,56,Yes,Fiber optic,No,Yes,No,Month-to-month,Electronic check,94.45,5124.6,Yes
1022-RKXDR,FEMALE,0,No,No,41,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,24.85,962.25,No
2361-FJWNO,MALE,0,No,No,40,No,DSL,No,Yes,No,One year,Credit card (automatic),36.0,1382.9,No
2272-UOINI,FEMALE,0,No,No,7,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,78.5,571.05,No
8232-UTFOZ,MALE,0,No,No,69,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.95,1399.35,No
3750-YHRYO,MALE,0,Yes,Yes,7,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.65,150.0,No
6637-KYRCV,FEMALE,0,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Electronic check,30.5,167.2,No
5668-MEISB,FEMALE,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Credit card (automatic),106.1,7657.4,No
0129-QMPDR,MALE,0,Yes,Yes,44,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.5,865.05,No
7188-CBBBA,FEMALE,0,No,No,65,Yes,Fiber optic,No,No,Yes,One year,Electronic check,95.5,6153.85,No
5356-CSVSQ,FEMALE,0,No,No,3,Yes,DSL,No,Yes,Yes,Month-to-month,Electronic check,64.6,174.2,No
3221-CJMSG,MALE,0,No,No,24,Yes,DSL,No,Yes,No,Month-to-month,Credit card (automatic),51.1,1269.6,No
4720-VSTSI,FEMALE,0,No,No,44,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),84.8,3862.55,Yes
3219-JQRSL,FEMALE,1,Yes,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),89.1,6352.4,No
2801-NISEI,MALE,0,No,No,24,Yes,DSL,Yes,Yes,No,Month-to-month,Electronic check,54.95,1348.5,No
3946-MHCZW,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,50.9,50.9,Yes
4623-ZKHLY,MALE,0,Yes,No,22,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.45,471.55,No
6732-VAILE,MALE,0,Yes,Yes,70,Yes,DSL,No,Yes,Yes,Two year,Credit card (automatic),85.95,5931.75,No
8201-AAXCB,MALE,0,Yes,Yes,25,Yes,DSL,No,No,Yes,Month-to-month,Electronic check,60.35,1404.65,No
7696-CFTAT,MALE,0,Yes,Yes,37,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.8,726.1,No
1845-CSBRZ,FEMALE,1,Yes,Yes,22,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),85.35,1961.6,No
2123-VSCOT,FEMALE,0,Yes,Yes,59,Yes,DSL,No,Yes,Yes,Two year,Bank transfer (automatic),72.1,4194.85,No
6651-AZVTJ,MALE,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,99.8,4872.45,Yes
4566-GOLUK,MALE,0,Yes,Yes,47,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Bank transfer (automatic),107.35,5118.95,Yes
2484-DGXPZ,FEMALE,0,Yes,Yes,31,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,658.95,Yes
2018-QKYGT,MALE,0,Yes,Yes,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,81.05,81.05,No
2792-VPPET,MALE,0,No,No,3,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Electronic check,20.5,76.95,No
7409-JURKQ,FEMALE,0,Yes,No,53,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),111.8,5809.75,No
3247-MHJKM,MALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,No
1964-SVLEA,MALE,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.7,415.9,No
4587-NUKOX,FEMALE,0,No,No,3,Yes,Fiber optic,Yes,No,No,Month-to-month,Electronic check,79.1,246.5,Yes
7297-DVYGA,FEMALE,0,No,No,51,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.85,996.95,No
2239-CGBUZ,FEMALE,0,Yes,No,51,Yes,DSL,Yes,Yes,No,One year,Bank transfer (automatic),60.5,3145.15,No
0854-UYHZD,FEMALE,0,Yes,Yes,13,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.55,265.3,No
7243-LCGGZ,FEMALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.9,20.9,No
8267-KFGYD,MALE,0,No,Yes,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,21.05,21.05,No
4890-VMUAV,MALE,0,No,No,63,Yes,DSL,Yes,Yes,No,One year,Electronic check,71.5,4576.3,No
9261-WDCAF,MALE,0,No,No,3,Yes,DSL,No,No,No,Month-to-month,Mailed check,54.65,189.1,No
3764-MNMOI,MALE,0,No,No,46,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.2,908.15,No
7442-YGZFK,MALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),49.8,49.8,No
0420-BWTPW,MALE,0,No,Yes,8,No,DSL,No,No,No,Month-to-month,Mailed check,25.5,215.2,Yes
8229-BUJHX,FEMALE,0,Yes,Yes,71,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.5,1500.95,No
7449-HVPIV,MALE,0,Yes,Yes,55,Yes,Fiber optic,No,No,Yes,Month-to-month,Credit card (automatic),90.4,5099.15,No
5504-WSIUR,FEMALE,0,No,No,70,Yes,Fiber optic,No,Yes,No,One year,Bank transfer (automatic),90.25,6385.95,No
8183-ONMXC,FEMALE,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.75,159.45,Yes
8466-PZBLH,MALE,0,Yes,Yes,67,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),104.6,6885.75,No
9614-RMGHA,MALE,0,Yes,No,65,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),91.85,5940.85,Yes
8735-IJJEG,MALE,0,Yes,No,14,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),50.2,668.85,No
0564-MUUQK,FEMALE,0,Yes,Yes,20,Yes,Fiber optic,No,Yes,No,Month-to-month,Bank transfer (automatic),95.5,1916.2,No
5054-IEXZT,MALE,0,No,Yes,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.35,75.35,Yes
5834-ASPWA,MALE,0,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,75.45,75.45,Yes
0701-RFGFI,FEMALE,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),95.4,4613.95,No
0019-EFAEP,FEMALE,0,No,No,72,Yes,Fiber optic,Yes,No,Yes,Two year,Bank transfer (automatic),101.3,7261.25,No
5619-PTMIK,FEMALE,0,Yes,No,46,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,53.1,2459.8,No
3737-XBQDD,MALE,0,No,No,24,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),84.85,2048.8,No
5882-CMAZQ,FEMALE,0,Yes,Yes,5,No,DSL,No,Yes,No,Month-to-month,Electronic check,34.25,163.55,No
5846-QFDFI,FEMALE,0,Yes,Yes,33,Yes,Fiber optic,No,Yes,No,Month-to-month,Credit card (automatic),88.6,2888.7,No
4445-KWOKW,FEMALE,0,No,No,42,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.15,2421.6,No
3511-APPBJ,MALE,0,No,No,23,Yes,Fiber optic,Yes,No,Yes,One year,Credit card (automatic),99.95,2292.75,No
7967-HYCDE,MALE,0,No,No,8,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),70.7,553.4,No
2430-RRYUW,MALE,0,No,No,66,Yes,DSL,Yes,No,No,One year,Mailed check,54.8,3465.7,No
3948-XHGNA,MALE,0,No,No,24,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),49.55,1210.4,Yes
3723-BFBGR,MALE,1,No,No,24,Yes,DSL,No,No,No,Month-to-month,Credit card (automatic),54.8,1291.3,No
0565-IYCGT,MALE,0,No,No,69,Yes,DSL,Yes,Yes,No,One year,Credit card (automatic),78.6,5356.45,Yes
5447-WZAFP,FEMALE,0,No,No,53,Yes,Fiber optic,No,No,Yes,One year,Mailed check,100.3,5200.8,No
5110-CHOPY,FEMALE,0,No,No,60,No,DSL,Yes,No,Yes,Two year,Electronic check,53.6,3237.05,No
5445-UTODQ,FEMALE,0,Yes,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,81.1,576.65,Yes
4425-OWHWB,FEMALE,0,No,No,20,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.35,433.75,No
7892-QVYKW,FEMALE,0,Yes,Yes,23,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,85.6,1868.4,No
9675-ICXCT,MALE,0,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,80.8,5728.55,No
1024-VRZHF,MALE,0,Yes,No,11,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.95,825.7,Yes
4703-MQYKT,MALE,0,No,No,21,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,390.4,No
9497-QCMMS,MALE,1,No,No,1,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,93.55,93.55,Yes
5692-ICXLW,MALE,1,No,No,31,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.7,2845.15,No
0602-DDUML,FEMALE,0,No,No,57,Yes,DSL,No,Yes,Yes,Two year,Mailed check,69.75,3894.4,No
2208-MPXIO,FEMALE,0,Yes,Yes,45,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.0,886.4,No
1960-UYCNN,MALE,0,No,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,95.25,1021.55,No
0348-SDKOL,FEMALE,0,Yes,No,58,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Credit card (automatic),102.1,5885.4,Yes
3190-FZATL,MALE,0,No,Yes,14,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.95,268.4,No
7336-RLLRH,MALE,0,Yes,No,27,Yes,DSL,Yes,Yes,Yes,One year,Mailed check,80.85,2204.35,No
4373-MAVJG,FEMALE,0,Yes,Yes,14,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),90.9,1259.0,Yes
8901-HJXTF,FEMALE,0,Yes,Yes,12,No,DSL,No,No,No,Month-to-month,Mailed check,29.2,309.1,Yes
7710-JSYOA,FEMALE,0,Yes,Yes,69,Yes,Fiber optic,No,Yes,No,Two year,Bank transfer (automatic),93.3,6398.05,No
5419-KLXBN,FEMALE,0,Yes,Yes,25,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),89.15,2257.75,Yes
3424-NMNBO,MALE,1,Yes,No,58,Yes,Fiber optic,Yes,No,Yes,One year,Electronic check,108.85,6287.25,Yes
9885-MFVSU,FEMALE,0,Yes,Yes,35,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),46.35,1662.05,No
4514-GFCFI,FEMALE,1,No,No,16,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,84.75,1350.15,Yes
0607-MVMGC,MALE,0,Yes,Yes,45,Yes,DSL,No,No,Yes,One year,Credit card (automatic),78.75,3600.65,No
3365-SAIGS,FEMALE,0,No,No,17,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,83.55,1329.15,No
9828-AOQLM,FEMALE,0,Yes,Yes,1,Yes,DSL,No,No,No,Month-to-month,Electronic check,45.7,45.7,Yes
8022-BECSI,MALE,0,No,No,22,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.6,422.5,No
8000-REIQB,FEMALE,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.95,69.95,Yes
9993-LHIEB,MALE,0,Yes,Yes,67,Yes,DSL,Yes,Yes,No,Two year,Mailed check,67.85,4627.65,No
0266-CLZKZ,FEMALE,0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),105.65,6717.9,No
7615-ESMYF,FEMALE,0,Yes,No,2,No,DSL,No,No,Yes,Month-to-month,Electronic check,44.6,97.1,Yes
3858-VOBET,MALE,0,No,No,23,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.95,1710.45,Yes
7020-OZKXZ,FEMALE,1,No,No,9,Yes,Fiber optic,No,No,No,Month-to-month,Credit card (automatic),75.5,637.4,No
3977-QCRSL,FEMALE,0,No,No,5,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.15,117.95,No
0017-DINOC,MALE,0,No,No,54,No,DSL,Yes,Yes,Yes,Two year,Credit card (automatic),45.2,2460.55,No
1447-PJGGA,FEMALE,0,No,No,57,Yes,Fiber optic,No,No,Yes,Two year,Electronic check,95.25,5464.65,Yes
8565-CLBZW,MALE,0,No,No,24,Yes,Fiber optic,No,No,Yes,Month-to-month,Mailed check,89.85,2165.05,Yes
9139-WQQDY,FEMALE,0,Yes,Yes,49,Yes,Fiber optic,No,No,Yes,One year,Mailed check,100.45,4941.8,Yes
0224-HJAPT,MALE,0,No,No,5,Yes,DSL,No,No,No,Month-to-month,Electronic check,47.15,223.15,Yes
8086-OVPWV,MALE,0,No,No,2,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,80.2,181.1,Yes
9430-FRQOC,FEMALE,0,No,Yes,4,Yes,Fiber optic,No,Yes,No,Month-to-month,Mailed check,87.1,341.45,Yes
7639-OPLNG,MALE,0,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.25,5731.85,No
3074-GQWYX,MALE,0,No,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),75.9,357.75,Yes
1492-QGCLU,MALE,0,Yes,Yes,53,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,85.7,4616.1,No
6845-RGTYS,FEMALE,0,Yes,No,47,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,98.75,4533.7,Yes
7328-OWMOM,FEMALE,0,No,Yes,31,Yes,No,No internet service,No internet service,No internet service,One year,Credit card (automatic),20.1,589.25,No
4418-LZMSV,MALE,0,Yes,Yes,13,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),61.8,750.1,No
5155-AZQPB,FEMALE,0,Yes,Yes,28,Yes,DSL,No,No,No,Month-to-month,Mailed check,49.9,1410.25,No
8861-HGGKB,FEMALE,0,No,No,10,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.45,830.85,Yes
1087-GRUYI,MALE,0,Yes,No,38,Yes,No,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.4,743.5,No
7065-YUNRY,FEMALE,0,No,No,1,Yes,DSL,No,No,No,Month-to-month,Mailed check,45.3,45.3,Yes
7694-VLBWQ,MALE,0,Yes,No,67,Yes,Fiber optic,No,No,Yes,One year,Electronic check,104.1,7040.85,Yes
2546-KZAAT,MALE,0,Yes,No,52,Yes,DSL,Yes,No,Yes,One year,Mailed check,75.4,3865.45,No
0181-RITDD,MALE,0,Yes,Yes,62,Yes,Fiber optic,Yes,Yes,Yes,Two year,Mailed check,108.15,6825.65,No
5989-PGKJB,FEMALE,0,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,86.25,1340.1,No
4795-KTRTH,FEMALE,1,Yes,No,5,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,81.0,371.65,Yes
8272-ONJLV,MALE,0,No,No,12,Yes,Fiber optic,No,No,Yes,One year,Electronic check,95.7,1184.0,No
1488-PBLJN,FEMALE,0,Yes,Yes,72,Yes,Fiber optic,Yes,Yes,Yes,Two year,Bank transfer (automatic),116.85,8477.7,No
0308-GIQJT,MALE,1,No,No,71,Yes,Fiber optic,No,Yes,Yes,One year,Bank transfer (automatic),105.75,7382.85,No
3778-FOAQW,FEMALE,0,Yes,No,24,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,20.15,456.85,No
4452-ROHMO,FEMALE,0,No,No,15,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,331.6,No
6481-OGDOO,MALE,0,Yes,No,67,Yes,Fiber optic,Yes,No,No,One year,Credit card (automatic),90.6,6056.15,Yes
3090-LETTY,MALE,0,No,Yes,2,Yes,DSL,Yes,No,No,Month-to-month,Bank transfer (automatic),60.95,134.6,No
5349-AZPEW,FEMALE,0,Yes,Yes,5,No,DSL,No,No,No,Month-to-month,Mailed check,25.05,125.5,No
3753-TSEMP,FEMALE,0,Yes,No,15,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,88.15,1390.6,Yes
8305-VHZBZ,MALE,0,No,No,1,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,Yes
9720-JJJOR,MALE,0,Yes,Yes,41,Yes,DSL,Yes,No,No,One year,Bank transfer (automatic),60.3,2511.3,No
8100-HZZLJ,FEMALE,0,No,Yes,43,Yes,DSL,Yes,No,No,Month-to-month,Electronic check,63.95,2737.05,No
8775-ERLNB,MALE,1,Yes,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,74.3,74.3,No
8309-IEYJD,FEMALE,1,No,No,1,Yes,Fiber optic,No,No,No,Month-to-month,Mailed check,70.6,70.6,No
9172-JITSM,FEMALE,0,Yes,Yes,26,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,90.8,2361.8,Yes
6298-QDFNH,MALE,0,No,No,22,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,79.35,1730.35,Yes
7398-HPYZQ,MALE,0,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),90.55,6404.0,No
3546-GHEAE,MALE,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.45,165.35,No
7361-YPXFS,FEMALE,1,No,No,28,Yes,DSL,No,Yes,No,Month-to-month,Bank transfer (automatic),64.45,1867.6,No
6557-BZXLQ,MALE,1,No,No,16,Yes,Fiber optic,No,No,No,Month-to-month,Electronic check,69.65,1043.3,No
2550-QHZGP,MALE,0,No,No,7,Yes,No,No internet service,No internet service,No internet service,One year,Mailed check,19.5,128.6,No
7519-JTWQH,FEMALE,0,No,No,69,Yes,Fiber optic,No,Yes,Yes,Two year,Bank transfer (automatic),110.5,7455.45,No
2538-OIMXF,FEMALE,0,No,Yes,1,No,DSL,No,No,No,Month-to-month,Mailed check,24.7,24.7,No
8543-MSDMF,MALE,0,No,No,3,Yes,DSL,Yes,No,Yes,Month-to-month,Electronic check,77.4,206.15,No
9961-JBNMK,MALE,1,No,No,21,Yes,Fiber optic,No,No,Yes,Month-to-month,Bank transfer (automatic),96.8,2030.3,Yes
1170-SASML,FEMALE,0,Yes,No,69,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),85.4,5869.4,No
4872-JCVCA,FEMALE,0,Yes,No,71,No,DSL,Yes,Yes,No,Two year,Bank transfer (automatic),47.6,3377.8,No
5346-BZCHP,FEMALE,0,Yes,Yes,69,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,19.4,1346.2,No
2038-LLMLM,FEMALE,0,No,No,48,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Electronic check,103.85,4946.05,No
6173-ITPWD,MALE,0,Yes,No,47,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),83.35,4065.0,Yes
9734-UYXQI,FEMALE,0,No,No,2,Yes,DSL,No,No,No,Month-to-month,Electronic check,49.4,106.55,Yes
1216-BGTSP,MALE,0,No,No,45,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.45,4964.7,No
4138-NAXED,MALE,0,No,No,51,Yes,Fiber optic,No,No,No,Month-to-month,Bank transfer (automatic),81.0,4085.75,No
2189-UXTKY,FEMALE,0,Yes,No,22,Yes,DSL,Yes,Yes,Yes,Month-to-month,Electronic check,79.2,1742.75,Yes
0744-BIKKF,MALE,0,No,No,72,Yes,DSL,Yes,Yes,Yes,Two year,Bank transfer (automatic),86.65,6224.8,No
7483-IQWIB,MALE,0,Yes,Yes,37,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,92.95,3415.25,No
5248-KWLAR,MALE,0,Yes,Yes,71,Yes,DSL,Yes,Yes,Yes,Two year,Electronic check,90.35,6325.25,No
4958-GZWIY,MALE,0,Yes,Yes,7,Yes,DSL,No,No,No,Month-to-month,Electronic check,48.7,340.25,Yes
7996-MHXLW,FEMALE,0,No,No,66,Yes,No,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.15,1683.6,No
7833-PKIHD,MALE,0,Yes,Yes,51,Yes,DSL,Yes,Yes,Yes,One year,Bank transfer (automatic),76.4,3966.3,No
7061-OVMIM,FEMALE,0,Yes,Yes,30,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.55,608.5,No
5153-RTHKF,FEMALE,0,No,No,34,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,85.35,2896.6,No
1852-QSWCD,MALE,0,Yes,Yes,64,Yes,No,No internet service,No internet service,No internet service,Two year,Mailed check,24.8,1514.85,No
4832-VRBMR,MALE,1,Yes,No,65,Yes,Fiber optic,No,No,Yes,One year,Bank transfer (automatic),103.15,6792.45,No
9079-LWTFD,MALE,0,No,No,47,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Mailed check,100.75,4669.2,No
6356-ELRKD,FEMALE,0,No,No,1,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Electronic check,95.6,95.6,Yes
8624-GIOUT,FEMALE,0,No,No,49,Yes,DSL,Yes,No,No,Month-to-month,Credit card (automatic),59.75,2934.3,Yes
3392-EHMNK,FEMALE,0,Yes,Yes,67,Yes,Fiber optic,No,Yes,Yes,Two year,Credit card (automatic),94.1,6302.8,No
5986-WWXDV,MALE,0,No,Yes,39,Yes,No,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.35,779.2,No
3061-BCKYI,MALE,0,No,No,14,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.9,283.75,No
6179-GJPSO,FEMALE,1,No,No,43,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Credit card (automatic),108.15,4600.7,Yes
7901-TBKJX,MALE,1,No,No,56,Yes,Fiber optic,No,No,Yes,Month-to-month,Electronic check,101.05,5594.0,No
